query_id,query_message,rank,similarity,historical_customer_tweet_id,historical_customer_message,historical_support_reply,relevance
1888353,@AppleSupport iOS 11 has destroyed my battery life. Please fix it.,4,0.5723,1265228,@115858 IOS 11.0.3 has destroyed my iPhone 7 ... help!,"@416264 Hey Alex, we'd like to help out with your iPhone. Send us a DM. https://t.co/GDrqU22YpT",1
1888353,@AppleSupport iOS 11 has destroyed my battery life. Please fix it.,5,0.5626,1833640,The iOS 11 update has destroyed my battery life. Cheers @115858 🙄,@124684 Thanks for reaching out. DM which iPhone and specific iOS version you are using currently to get started. https://t.co/GDrqU22YpT,2
103224,"""Keep in mind that this version will still be available to all users as a manual update from the App Store""...@118936 @115858.. the app store does not behave like this. Please can we fix this 🙏",1,0.2798,1691853,".@AppleSupport can we fix this, please? I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️",@513550 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,0
103224,"""Keep in mind that this version will still be available to all users as a manual update from the App Store""...@118936 @115858.. the app store does not behave like this. Please can we fix this 🙏",2,0.2666,599071,@AppleSupport In the App Store,"@262083 Alright. DM us, and we'll look into this deeper. https://t.co/GDrqU22YpT",2
103224,"""Keep in mind that this version will still be available to all users as a manual update from the App Store""...@118936 @115858.. the app store does not behave like this. Please can we fix this 🙏",3,0.2282,2852282,I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ Can we fix this @115858,@793017 We’ve been able to resolve the keyboard issue with a recent update. Let us know in DM when you’ve completed it: https://t.co/80YRnjDFDk https://t.co/GDrqU22YpT,0
103224,"""Keep in mind that this version will still be available to all users as a manual update from the App Store""...@118936 @115858.. the app store does not behave like this. Please can we fix this 🙏",4,0.2276,31884,@AppleSupport I can’t download apps from the app store.,@123043 Let’s work together to get your apps downloading again. Are you downloading updates or new apps? Any messages when downloading?,2
103224,"""Keep in mind that this version will still be available to all users as a manual update from the App Store""...@118936 @115858.. the app store does not behave like this. Please can we fix this 🙏",5,0.2188,1651821,@AppleSupport I can’t connect to the app store.,@504413 Let's look into this together. Which device are you using and what happens when you try to connect to the App Store?,2
1539988,@AppleSupport https://t.co/Y9JfRaKvKl,1,1.0,698,@AppleSupport https://t.co/NV0yucs0lB,@115854 We're here for you. Which version of the iOS are you running? Check from Settings &gt; General &gt; About.,1
1539988,@AppleSupport https://t.co/Y9JfRaKvKl,2,1.0,2920030,@AppleSupport https://t.co/DvCVI6tsck,@808183 We’re glad to hear that it’s working again. You can let your voice be heard by heading over to our Feedback site: https://t.co/eTPVYVFyd8,1
1539988,@AppleSupport https://t.co/Y9JfRaKvKl,3,1.0,2919976,@AppleSupport https://t.co/uc3r8cxX6U,@446990 Thank you for that screenshot. It looks like the update did not finish downloading or installing so the iPhone will not update at this time.,1
1539988,@AppleSupport https://t.co/Y9JfRaKvKl,4,1.0,2918872,@AppleSupport https://t.co/xfChz34MO9,@807879 Thanks for that screenshot. We see that you're currently using Wi-Fi to access the web. Have you tried to log in using your cellular connection?,1
1539988,@AppleSupport https://t.co/Y9JfRaKvKl,5,1.0,2187690,@AppleSupport https://t.co/dXymm1PCPs,@299009 We'd like to get a bit more information about what's going on. DM us your country to get started. https://t.co/GDrqU22YpT,1
2024868,"So, @115858 y’all not gonna fix this 👉🏿 I️",1,0.5768,2402184,Aye yoo @AppleSupport !! Y’all not gonna fix this ?? “ I️ “ 😑,"@691112 We recently released an iOS update, 11.1.1, that contains a fix for autocorrect issues. Let’s be sure to back up your device prior to updating. Follow the steps here: https://t.co/80YRnjDFDk",1
2024868,"So, @115858 y’all not gonna fix this 👉🏿 I️",2,0.5621,2126028,Yo @115858 y’all really not gonna fix this I️ ?,@626080 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,1
2024868,"So, @115858 y’all not gonna fix this 👉🏿 I️",3,0.5524,1700834,@115858 y’all Gonna fix this? I️,@515736 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,1
2024868,"So, @115858 y’all not gonna fix this 👉🏿 I️",4,0.541,2213672,"so @115858, y’all just not gonna fix this question mark in the box issue?","@646921 iOS 11.1.1 was recently released and it includes a fix for autocorrect issues. Be sure to back up your device prior to updating, and let us know if the issue persists in DM afterwards. How to back up: https://t.co/4f8hwT5to6 https://t.co/GDrqU22YpT",1
2024868,"So, @115858 y’all not gonna fix this 👉🏿 I️",5,0.5025,1983127,@115858 y’all gonna fix this “ I️ “ shit?,@586995 We'd like to hear more about what's happening with your device. Let's continue chatting via DM so we can take a closer look. https://t.co/GDrqU22YpT,1
2050946,Seriously @115858 y’all gotta fix this update .. my phone is trash AF,1,0.5555,1484756,@115858 y’all gotta fix this update ! What is I️ ?,@464797 Let's have a look at this. Please DM us. https://t.co/GDrqU22YpT,1
2050946,Seriously @115858 y’all gotta fix this update .. my phone is trash AF,2,0.5388,2438549,@115858 y’all gotta fix this I️ problem,"@329559 Hi there. We’ve recently released an update, iOS 11.1.1 which addresses this issue. Don’t forget to create a backup of your device before you update: https://t.co/xXaXeeSRt9",1
2050946,Seriously @115858 y’all gotta fix this update .. my phone is trash AF,3,0.5381,2665325,@115858 y’all gotta fix this I️ on my phone.,@750951 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,1
2050946,Seriously @115858 y’all gotta fix this update .. my phone is trash AF,4,0.51,1533862,@115858 y’all gotta fix this iOS 11.1 update,@475691 We'd like to help. What issues have you experienced with iOS 11.1?,1
2050946,Seriously @115858 y’all gotta fix this update .. my phone is trash AF,5,0.4355,2520767,@AppleSupport y’all gotta fix this I️ NOW,@717991 We want to help. Try following the steps in this link to update to the latest version of iOS: https://t.co/ahjigcvFRG Send us a DM if you encounter any issues after the update. https://t.co/GDrqU22YpT,1
331717,@AppleSupport Since the last update my earpods remote only plays and pauses for Apple Music even when it’s closed. I only really use Spotify,1,0.2168,1721842,@AppleSupport It automatically plays and pauses iTunes now instead of the app I’m actually using wether it be @1016 or @279681,"@237554 Have you checked the App Store for updates for those apps? DM us, and let us know what you find. https://t.co/GDrqU22YpT",1
331717,@AppleSupport Since the last update my earpods remote only plays and pauses for Apple Music even when it’s closed. I only really use Spotify,2,0.192,586989,"Ever since the last update, my iphones music constantly pauses without me clicking it @AppleSupport",@258630 We're here for you. Which iOS version are you running? Tap Settings &gt; General &gt; About to find the version number.,2
331717,@AppleSupport Since the last update my earpods remote only plays and pauses for Apple Music even when it’s closed. I only really use Spotify,3,0.1712,1709925,@AppleSupport Since the new update,@518066 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,1
331717,@AppleSupport Since the last update my earpods remote only plays and pauses for Apple Music even when it’s closed. I only really use Spotify,4,0.1666,215383,"@AppleSupport IPhone 6s. I have the Jabra step 3. They connect to Apple music, even when I have podcasts playing.","@167178 Have you tested the device using a different Bluetooth accessory, or by testing the accessory with another device? DM us: https://t.co/GDrqU22YpT",2
331717,@AppleSupport Since the last update my earpods remote only plays and pauses for Apple Music even when it’s closed. I only really use Spotify,5,0.1601,1762275,So I️ just dropped my MacBook and now the fan is running extremely loud even when it’s closed. Can anybody help? @AppleSupport,@530252 We are sorry to hear about your MacBook. Please send us a DM so we can take closer look. https://t.co/GDrqU22YpT,1
845838,Dear @115858 can you please release a bug fix to your #ios11 that's destroying my battery life! Please and thank you. #FirstWorldProblems,1,0.3533,2093872,@115858 fix this I️ please and thank you,@618686 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/G4q0hxzVXF,1
845838,Dear @115858 can you please release a bug fix to your #ios11 that's destroying my battery life! Please and thank you. #FirstWorldProblems,2,0.3533,2134834,@115858 fix this ? please and thank you!,@425314 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,1
845838,Dear @115858 can you please release a bug fix to your #ios11 that's destroying my battery life! Please and thank you. #FirstWorldProblems,3,0.3417,1516121,Fix this ➡️ I️ ⬅️!!! Please and thank you @115858,@471759 We can give you some guidance on that. Please send us a DM so we can assist. https://t.co/GDrqU22YpT,1
845838,Dear @115858 can you please release a bug fix to your #ios11 that's destroying my battery life! Please and thank you. #FirstWorldProblems,4,0.3312,2787885,Dear @115858 can you please fix this I️ issue?,"@778270 We've released an update that addresses the issue. Have you had the chance to back up and update to iOS 11.1.2 yet? Does this happen when typing on your device, or are you seeing it in other posts? https://t.co/GDrqU22YpT",0
845838,Dear @115858 can you please release a bug fix to your #ios11 that's destroying my battery life! Please and thank you. #FirstWorldProblems,5,0.3254,1631278,@115858 please fix the “ i “‘s🤦🏾‍♀️ please and thank you,@499249 Thanks for reaching out. We have a workaround for this here: https://t.co/xXaXeeSRt9 DM us if you still need help. https://t.co/GDrqU22YpT,1
1211778,@AppleSupport sooooooo any reason the new update completely destroyed the function of my phone???,1,0.3275,942799,@115858’s new update has completely destroyed my phone!!!!,@343504 We're here to help. Please provide more details about what you're experiencing in DM. https://t.co/GDrqU22YpT,2
1211778,@AppleSupport sooooooo any reason the new update completely destroyed the function of my phone???,2,0.2721,1128233,@AppleSupport the new update has destroyed the life of my battery 😔 #iphoneproblems,@385972 We can help! Join us in DM and we'll get to work on this issue right away. https://t.co/GDrqU22YpT,1
1211778,@AppleSupport sooooooo any reason the new update completely destroyed the function of my phone???,3,0.2671,1814140,@AppleSupport can we talk about how your ios11 update completely destroyed my phone,@544983 We're here for you if you'd like to share some details. Use the DM link below: https://t.co/GDrqU22YpT,2
1211778,@AppleSupport sooooooo any reason the new update completely destroyed the function of my phone???,4,0.2376,1800283,@115858 i get you guys need to make money and shit. but the fact that this new update completely destroyed my phone is a joke.,@540895 Send us a DM with the details about how your iPhone is performing differently. We want to help iron out any issues. https://t.co/GDrqU22YpT,2
1211778,@AppleSupport sooooooo any reason the new update completely destroyed the function of my phone???,5,0.2261,411125,@115858 stop breaking my heart that update completely destroyed my phone lowkey hating you right now,@213052 We'd be glad to work with you on the troubles with your iPhone. What specific issues are you seeing?,2
2532856,@AppleSupport Why does the iPhone 8 continue to rotate with the orientation lock on????,1,0.4255,1896097,@115858 does the orientation lock just not work with iOS 11? This is the worst.,"@565144 We'd love the opportunity to help with this. In DM, please let us know the device and the exact version of iOS 11 you're using. https://t.co/GDrqU22YpT",2
2532856,@AppleSupport Why does the iPhone 8 continue to rotate with the orientation lock on????,2,0.3505,2968990,WHY DOES MY HOME SCREEN KEEP ROTATING WHEN I HAVE ORIENTATION LOCK ON!?!? @AppleSupport,"@818979 We certainly appreciate wanting to control your screen's orientation. We'll be happy to help get things working as expected. What device and version of IOS are we working with? Have you tried restarting the device? If not, let's give that a try.",2
2532856,@AppleSupport Why does the iPhone 8 continue to rotate with the orientation lock on????,3,0.348,845557,"@115858 can you pls fix the orientation lock, my iPhone picks whatever orientation it wants ever since I updated to iOS 11 💗","@320987 Since noticing this, have you had a chance to restart your device? It may seem like a simple step, but can resolve many issues.",2
2532856,@AppleSupport Why does the iPhone 8 continue to rotate with the orientation lock on????,4,0.2872,568466,"@AppleSupport I’m also having problems changing orientation. When I rotate my iPad, it often doesn’t change the orientation. Sometimes the orientation changes on its own. IOS 11.2.",@253002 Please us the following link to meet us in DM. We want to help. https://t.co/GDrqU22YpT,1
2532856,@AppleSupport Why does the iPhone 8 continue to rotate with the orientation lock on????,5,0.275,2771810,"@AppleSupport why does my home screen on iPhone 8+ keep flipping around, even though orientation lock is on?",@774791 Thanks for reaching out. Which apps are you using when you notice the screen orientation changing on your iPhone?,2
2042351,@AppleSupport IOS 11 IS RUINING MY LIFE MY PHONE KEEPS FREEZING AND I CANT SEE MY NOTIFICATIONS ☹️,1,0.4573,2133508,@115858 update is ruining my life.,@627753 We'd like to help. Let's take this to DM and we'll explore ways to provide you assistance. https://t.co/GDrqU22YpT,1
2042351,@AppleSupport IOS 11 IS RUINING MY LIFE MY PHONE KEEPS FREEZING AND I CANT SEE MY NOTIFICATIONS ☹️,2,0.422,2177358,@AppleSupport this glitch is ruining my life,@638197 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,1
2042351,@AppleSupport IOS 11 IS RUINING MY LIFE MY PHONE KEEPS FREEZING AND I CANT SEE MY NOTIFICATIONS ☹️,3,0.4184,704558,This update is ruining my life!! @115858,@288369 We are here to help. Please send us a DM with details about what's going on. https://t.co/GDrqU22YpT,1
2042351,@AppleSupport IOS 11 IS RUINING MY LIFE MY PHONE KEEPS FREEZING AND I CANT SEE MY NOTIFICATIONS ☹️,4,0.391,2558692,Update is ruining my phone 🙂@115858,@726363 This isn't what we expect to happen when you update your iPhone. Could you join us in DM with more info on what you're seeing? https://t.co/GDrqU22YpT,1
2042351,@AppleSupport IOS 11 IS RUINING MY LIFE MY PHONE KEEPS FREEZING AND I CANT SEE MY NOTIFICATIONS ☹️,5,0.362,1588167,@115858 your update is ruining my phone,@488453 We're here for you. What's going on with your iPhone that we can help with today?,1
390072,@AppleSupport dm please,1,1.0,338622,@AppleSupport DM please🙏🏻🙏🏻🙏🏻,@196835 We just got it. Look for our reply soon!,0
390072,@AppleSupport dm please,2,0.7395,800391,@AppleSupport DM?,@310718 DM is direct message. You can use the link below to reach out to us. https://t.co/GDrqU22YpT,0
390072,@AppleSupport dm please,3,0.7395,2110957,@AppleSupport DM?,"@622693 Yes, a Direct Message. You can use the link in this Tweet to send us one. https://t.co/GDrqU22YpT",0
390072,@AppleSupport dm please,4,0.7395,2212779,@AppleSupport DM ?,"@211654 Sure, just click the link below and message us. It's private messaging. https://t.co/GDrqU22YpT",0
390072,@AppleSupport dm please,5,0.7395,639375,@AppleSupport DM,"@271669 We've received your DM, and will continue the conversation with you there.",0
2503716,I recently got my iPhone X and I realized the left side of my speakers don’t work @AppleSupport,1,0.3372,2007927,@AppleSupport Left side of screen. #iphonex,@462638 We certainly want to help. Reach out to us in DM and let us know what version of iOS you're running &amp; more info on what's going on. https://t.co/GDrqU2kzhr,0
2503716,I recently got my iPhone X and I realized the left side of my speakers don’t work @AppleSupport,2,0.3108,2448395,"@AppleSupport It’s freezing, screen locks sideways, and the left bottom speakers don’t work",@225259 What model of iPhone do you have? What version of iOS are you currently running?,1
2503716,I recently got my iPhone X and I realized the left side of my speakers don’t work @AppleSupport,3,0.3015,168808,@AppleSupport How the led on the left side of iPhone X notch light up,@711186 We'd like to help with your iPhone X. Follow up with us in DM. Tell us more about how we can help with the iPhone X there. https://t.co/GDrqU22YpT,0
2503716,I recently got my iPhone X and I realized the left side of my speakers don’t work @AppleSupport,4,0.3004,152878,@AppleSupport my 📱 X just developed a green bar on the left side of the screen. Suggestions?,@150969 Thanks for reaching out. Let's work together to pinpoint what's happening and get this resolved so you can enjoy your iPhone X. Please tap here to DM us and we'll get started: https://t.co/GDrqU22YpT,0
2503716,I recently got my iPhone X and I realized the left side of my speakers don’t work @AppleSupport,5,0.2806,511125,@AppleSupport help I got a green line on the left side of my iPhone X screen and restarting it doesn’t make it go away,@237474 We are happy to help. Let's continue in DM to have a closer look at these issues with you. https://t.co/GDrqU22YpT,0
1273596,@AppleSupport Its fine with @133941 on @116230 using @9242,1,0.2467,1341785,@AppleSupport Its rock,"@432966 Let's change to Bass Booster and let us know if this helps, please.",0
1273596,@AppleSupport Its fine with @133941 on @116230 using @9242,2,0.232,514805,Does anyone know why my wifi is working fine on @116230 but not @115858 devices and what I can do to fix it?? #drivingmecrazy,@238545 Having access to Wi-Fi on your devices is important. Let's work towards a resolution together. Join us in DM and we'll get started. https://t.co/GDrqU22YpT,0
1273596,@AppleSupport Its fine with @133941 on @116230 using @9242,3,0.2276,1886292,#iTunes is getting on my nerves..how many times you gonna #crash tonight?! @115858 please #help your #programs on @116230,"@562595 We'd like to see if we can help get iTunes running as expected. DM us with more information, and we'll get started. https://t.co/GDrqU22YpT",0
1273596,@AppleSupport Its fine with @133941 on @116230 using @9242,4,0.2254,568413,@AppleSupport Its 11.0,"@253368 Thanks for sending that information. Go ahead and update to the latest version of software, iOS 11.2. Let us know if this fixes the issue.",0
1273596,@AppleSupport Its fine with @133941 on @116230 using @9242,5,0.2254,1219241,@AppleSupport Its 11.0.3,@406062 Alright. We'd be happy to look into this with you further. DM us using the link below and we'll go from there. https://t.co/GDrqU22YpT,0
266838,@AppleSupport iPhone 6 thanks 🙏🏻,1,0.5404,498604,@AppleSupport iPhone X,"@234030 Thank you. This is expected behavior with the iPhone X. We'd love to hear your feedback, though. Use this link to provide feedback on this: https://t.co/eTPVYVFyd8",0
266838,@AppleSupport iPhone 6 thanks 🙏🏻,2,0.5404,181444,@AppleSupport iPhone 8+,@158626 Okay. Are you the Organizer of the Family Share account?,0
266838,@AppleSupport iPhone 6 thanks 🙏🏻,3,0.5404,928021,@AppleSupport IPhone 7+ 265GB,@340192 Thanks. Which version of iOS 11 are you running?,0
266838,@AppleSupport iPhone 6 thanks 🙏🏻,4,0.5404,305301,@AppleSupport iPhone 7,@188889 Are there any carrier updates available? https://t.co/bfoi2mhtX3,0
266838,@AppleSupport iPhone 6 thanks 🙏🏻,5,0.5404,1670232,@AppleSupport iPhone 6,@508466 Thanks. Please DM us so that we can troubleshoot together. https://t.co/GDrqU2kzhr,0
112841,"@AppleSupport received email that seems fraudulent. Says my ID used in Mexico. Have not been in Mex. My computer is ""suspicious"" of the link to unlock. Need help but it's getting late in UK. Help?",1,0.172,1929852,"Dear @AppleSupport , i received this email. Id this for real or is this a scam? In the email, it has a link to ""verify your Apple ID"" HELP! https://t.co/0Xj7yW4ip0",@574281 Thanks for reaching out to us. We'd like to help you and look into this further. Please DM us to continue working on this. https://t.co/GDrqU2kzhr,2
112841,"@AppleSupport received email that seems fraudulent. Says my ID used in Mexico. Have not been in Mex. My computer is ""suspicious"" of the link to unlock. Need help but it's getting late in UK. Help?",2,0.164,2633080,@AppleSupport I need help but it seems I can't get anywhere with support.,@219220 We're happy to help. Let us know how we can assist.,1
112841,"@AppleSupport received email that seems fraudulent. Says my ID used in Mexico. Have not been in Mex. My computer is ""suspicious"" of the link to unlock. Need help but it's getting late in UK. Help?",3,0.1628,331384,@AppleSupport I need help,"@194895 We'd be glad to assist! We've received your DM, and will continue there.",0
112841,"@AppleSupport received email that seems fraudulent. Says my ID used in Mexico. Have not been in Mex. My computer is ""suspicious"" of the link to unlock. Need help but it's getting late in UK. Help?",4,0.1628,1449252,@AppleSupport I need help,@456295 We'd be glad to see what we can do. What's going on?,0
112841,"@AppleSupport received email that seems fraudulent. Says my ID used in Mexico. Have not been in Mex. My computer is ""suspicious"" of the link to unlock. Need help but it's getting late in UK. Help?",5,0.1628,1415280,@AppleSupport Need help 😞😞😞,@178928 Let's take a closer look at this together. Please DM us and we can go from there. https://t.co/GDrqU22YpT,0
1912999,"@AppleSupport I put my laptop in my backpack flew on a plane and took it out, now the trackpad is bulged and it was not when i left.",1,0.2213,2812564,@AppleSupport It was not checked :(,@784249 Thank you for checking that for us. We'd like to look into this further with you. Let's continue in DM. https://t.co/GDrqU22YpT,0
1912999,"@AppleSupport I put my laptop in my backpack flew on a plane and took it out, now the trackpad is bulged and it was not when i left.",2,0.2103,1655542,"@505230 @115858 @AppleSupport If I put my phone or tablet in the space to the left of the trackpad of my Macbook Pro, it does the same thing.",@505817 That's actually expected behavior. Check out https://t.co/Bczv1UEIQm for details on that. DM us any further questions on this. https://t.co/GDrqU22YpT,1
1912999,"@AppleSupport I put my laptop in my backpack flew on a plane and took it out, now the trackpad is bulged and it was not when i left.",3,0.2094,216090,@AppleSupport PUT IT BACK THE WAY IT WAS.,@167373 Let’s look into this in more detail. Reach out to us in DM so we can help. https://t.co/GDrqU22YpT,0
1912999,"@AppleSupport I put my laptop in my backpack flew on a plane and took it out, now the trackpad is bulged and it was not when i left.",4,0.2074,2734047,"@AppleSupport When i turn it on, the keyboard won’t work so i can’t put my password and the trackpad won’t work either",@154491 Thanks again. Let's try a simple reset to begin. This article will guide you: https://t.co/FYojVXHuwn,1
1912999,"@AppleSupport I put my laptop in my backpack flew on a plane and took it out, now the trackpad is bulged and it was not when i left.",5,0.1938,1368864,@115858 my battery exploded and broke the trackpad on my laptop... Pretty disappointed! https://t.co/vqr7EwrP7H,@438626 We’d like to understand more about this situation. Please DM us some details and we’ll take it from there. https://t.co/GDrqU22YpT,1
1051415,Hey @115858 can you fix whatever bug is with your iOS so I can’t connect a personal hotspot thanks,1,0.3735,1658681,HEY @115858 CAN YOU FIX THIS I️ I️ I️ I️,@506068 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/qODbOsp4wz,0
1051415,Hey @115858 can you fix whatever bug is with your iOS so I can’t connect a personal hotspot thanks,2,0.3735,2125771,Hey @115858 can you fix this I️ ?,@626010 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,0
1051415,Hey @115858 can you fix whatever bug is with your iOS so I can’t connect a personal hotspot thanks,3,0.3442,2292788,"Hey @115858, can you fix my I️ phone",@665831 We're glad to help. Let's get your iOS version from Settings &gt; General &gt; About &gt; Version. We'll work from there.,0
1051415,Hey @115858 can you fix whatever bug is with your iOS so I can’t connect a personal hotspot thanks,4,0.3282,2366136,Hey @115858 can you fix the I️ issue???,"@683052 We'd like to help. Have you already updated to 11.1.1? If not, back up your device and update. If you are already on 11.1.1, send us a DM. https://t.co/GDrqU22YpT",0
1051415,Hey @115858 can you fix whatever bug is with your iOS so I can’t connect a personal hotspot thanks,5,0.3262,1466871,Hey @115858 can you fix this?! https://t.co/rWa2j32vXO,@460468 We'd like to check this out. Is your device running iOS 11.1? Let us know in DM. https://t.co/GDrqU22YpT,0
809475,@AppleSupport Yep!,1,1.0,2683436,@AppleSupport Yep,"@754782 We know you're on the bus, so we'll try some simple steps to get it working for you. What model of iPhone do you have so we can be sure we provide the best steps?",0
809475,@AppleSupport Yep!,2,1.0,1141098,@AppleSupport Yep!,@388602 Go ahead and send us a DM. Let us know the country you're in. https://t.co/GDrqU22YpT,0
809475,@AppleSupport Yep!,3,1.0,1027003,@AppleSupport Yep,@363016 We want you to have a great experience with the latest version. Let's partner together in DM where we can investigate further. https://t.co/GDrqU22YpT,0
809475,@AppleSupport Yep!,4,1.0,2356572,@AppleSupport Yep,@680788 What is your current iOS version? DM us the answer. https://t.co/GDrqU22YpT,0
809475,@AppleSupport Yep!,5,1.0,2113862,@AppleSupport Yep,@623253 What errors are you getting if any? Let us know in Direct Message. https://t.co/GDrqU22YpT,0
2967837,My phone has been charging for 45 minutes yet it’s lost 8% battery. @115858 wtf you doing?,1,0.3144,1266486,@115858 my phone has been charging for 7 hours and it just turned on with 5% battery wtf,"@416539 Let's help. Which version of iOS? Let's try the steps here, as well: https://t.co/uqxquyfdn0",2
2967837,My phone has been charging for 45 minutes yet it’s lost 8% battery. @115858 wtf you doing?,2,0.2706,851231,@AppleSupport my phone has been charging for 3.5 HOURS and Is only at 19% WHAT IS GOING ON,"@322212 We want you to be able to fully charge your iPhone, Have you tried to restart it since this started to occur?",1
2967837,My phone has been charging for 45 minutes yet it’s lost 8% battery. @115858 wtf you doing?,3,0.2644,2271688,@AppleSupport my iPhone has been charging for two hours and it won't turn on.,@333741 You've come to the right place for assistance with your iPhone. What happens when you try to power it on? Are you seeing anything on the screen?,1
2967837,My phone has been charging for 45 minutes yet it’s lost 8% battery. @115858 wtf you doing?,4,0.2629,1586849,My phone has been on the charger for like 45 minutes and it's only on 5% wtf @115858,@488164 Let's work on this together in DM. Follow us there using the link below: https://t.co/GDrqU22YpT,2
2967837,My phone has been charging for 45 minutes yet it’s lost 8% battery. @115858 wtf you doing?,5,0.2342,1432413,@115858 wtf I️,@452608 Let's meet up in DM about this. You can reach us in the link below. https://t.co/GDrqU22YpT,0
1499997,@468245 Girl same lmao I️ was tripping out it won’t go away,1,0.3491,1579797,@486433 @115858 Dawg..... I️ thought I️ was tripping,"@486436 Thanks for reaching out! We're glad to help, so we've got a guide to share with you regarding this issue: https://t.co/xU1AGHStV6",1
1499997,@468245 Girl same lmao I️ was tripping out it won’t go away,2,0.2887,2004139,@592642 @115858 I️ updated my phone and everything and it still won’t go away,@592641 Thanks for reaching out to us. What device &amp; iOS version are you currently using? These steps should help https://t.co/xU1AGHStV6 https://t.co/GDrqU22YpT,0
1499997,@468245 Girl same lmao I️ was tripping out it won’t go away,3,0.2473,801094,Is anyone else having this problem how tf you fix this? It won’t go away @AppleSupport @115858 https://t.co/egk5mAv8Rp,"@310894 Thanks for reaching out, and we'd like to help. When did you first notice this issue?",0
1499997,@468245 Girl same lmao I️ was tripping out it won’t go away,4,0.2463,1773874,@115858 y’all have to fix this annoying I️ thing it won’t go away it’s it’s hella annoying PLEASE,@533114 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,0
1499997,@468245 Girl same lmao I️ was tripping out it won’t go away,5,0.2462,35251,@123680 @115858 Omg me too! I thought I was tripping!,@123989 We can definitely look into this with you. Send us a DM and let us know which device you're using. https://t.co/GDrqU22YpT,1
524504,"@AppleSupport @241274 Dear Apple , Many of us in Jaipur, India are also facing same problem since midnight. OS is crashing repeatedly in every 15 seconds.",1,0.2844,524506,@AppleSupport @241274 Same problem! Please help.,"@241291 Thanks for reaching out! We'd love to help you with your iPhone. We released an update that should resolve the restarting, follow these steps to get it updated and let us know how it goes. Be sure to back up your device before updating: https://t.co/osZOKKTalm",1
524504,"@AppleSupport @241274 Dear Apple , Many of us in Jaipur, India are also facing same problem since midnight. OS is crashing repeatedly in every 15 seconds.",2,0.2105,524501,@AppleSupport @241274 Same with me..please fix it,"@241286 You came to the right place, we know you want to get your device working properly again. Try backing up &amp; follow these steps to resolve it: https://t.co/osZOKKTalm If you continue to experience this issue or run into questions, DM us. We'll be here for you. https://t.co/GDrqU22YpT",0
524504,"@AppleSupport @241274 Dear Apple , Many of us in Jaipur, India are also facing same problem since midnight. OS is crashing repeatedly in every 15 seconds.",3,0.2052,2035241,How many of us are having this problem? @AppleSupport https://t.co/8hUkhSOn6f,@563565 We know battery life is important. We'd be happy to help in any way we can with this issue! DM us and we'll go from there: https://t.co/GDrqU22YpT,1
524504,"@AppleSupport @241274 Dear Apple , Many of us in Jaipur, India are also facing same problem since midnight. OS is crashing repeatedly in every 15 seconds.",4,0.1822,1130589,@AppleSupport @386444 I’m with the same problem since #iOS11 on my iPhone 6s,@386445 We'd like to work with you on any issues you're having with your iPhone. DM us details and we'll continue there. https://t.co/GDrqU22YpT,1
524504,"@AppleSupport @241274 Dear Apple , Many of us in Jaipur, India are also facing same problem since midnight. OS is crashing repeatedly in every 15 seconds.",5,0.1795,1376754,Is it only me or others are also facing #iPhone7 battery drain issue?? @AppleSupport @115858,@440497 We'd like to help. What iOS are you using? Settings &gt; General &gt; About.,1
1492642,@AppleSupport dms,1,0.6616,1410792,@AppleSupport hi read dms,@447901 Thank you for reaching out. We've received your DM and will continue working with you there.,0
1492642,@AppleSupport dms,2,0.5166,1596105,@AppleSupport check ya Dms plz,"@490367 We've received your DM, and will continue working from there. Be on the lookout for our response.",0
1492642,@AppleSupport dms,3,0.5149,1267670,@AppleSupport hello dms please,"@416815 We've received your DM, and we'll continue with you there. Be on the lookout for a response. https://t.co/GDrqU22YpT",0
1492642,@AppleSupport dms,4,0.493,2054292,@AppleSupport check dms,@250131 We'd love to help. Please DM us once more with your question. We'll be sure to look into it for you. We appreciate your patience! https://t.co/GDrqU22YpT,0
1492642,@AppleSupport dms,5,0.4688,1524067,@AppleSupport check dms pls,@473480 We got your DM and will follow up with you there.,0
